SANLAX,83834
LAXSAN,83774
LAXLAS,75997
BOSLGA,75966
LGABOS,75463
LASLAX,74849
DCALGA,72930
LGADCA,72898
LGAORD,67325
ORDLGA,67213
LASPHX,66395
PHXLAS,65525
PHXLAX,65515
LAXPHX,64408
ORDMSP,63862
MSPORD,63098
SFOLAX,62394
ATLDFW,62317
DFWATL,61380
LAXSFO,61027
SJCLAX,60179
LAXSJC,60063
HOUDAL,59303
LGAATL,57472
ATLLGA,57455
DALHOU,57323
OGGHNL,57267
HNLOGG,56948
LAXOAK,56001
OAKLAX,55995
DCABOS,55870
BOSDCA,55724
DFWORD,52846
ORDDFW,52797
ATLMCO,51818
MCOATL,51693
LAXORD,50515
EWRORD,50375
ATLEWR,50036
EWRATL,50027
ORDLAX,49875
PHLORD,49268
ORDEWR,48697
DENDFW,48650
JFKLAX,48608
LAXJFK,48583
SANPHX,48360
DFWDEN,48045
ATLORD,47872
LIHHNL,47737
PHXSAN,47348
ORDPHL,47267
DCAORD,47157
ORDDCA,47151
HNLLIH,47070
ORDATL,46610
ORDDTW,46261
DTWORD,45874
BOSORD,45251
PHXDEN,44926
DENPHX,44457
ORDBOS,43964
PHLBOS,43917
BOSPHL,43595
DENLAX,42775
TPAATL,42502
ATLTPA,42492
LAXDEN,42449
DCAATL,42039
PHLATL,41669
FLLATL,41533
ATLFLL,41533
PHXSLC,41524
ATLPHL,41188
SLCPHX,41177
ATLDCA,41084
ATLMIA,40681
MIAATL,40577
IAHDFW,40565
DFWIAH,40564
CLEORD,40468
ORDCLE,40363
DFWLAX,40347
LAXDFW,40343
DENORD,40332
DENSLC,40323
DENLAS,40278
LASDEN,39917
SLCDEN,39489
ORDDEN,39278
SEAANC,38931
ANCSEA,38900
ATLIAD,38630
IADATL,38541
SEALAX,38163
JFKBOS,38080
LAXSEA,37949
BOSJFK,37911
PHXONT,37861
ONTPHX,37816
SANSJC,37728
SJCSAN,37656
KOAHNL,37589
ATLBWI,37512
HNLKOA,37290
ORDCVG,37205
MCOPHL,37039
PHLMCO,36891
SFOORD,36843
OAKSAN,36759
SANOAK,36733
AUSDFW,36372
DFWAUS,36327
CVGORD,36169
ORDSFO,36140
BWIATL,36139
MSPATL,36065
DFWPHX,36024
LASSAN,36010
PHXDFW,35868
SATDFW,35439
ATLMSP,35418
LASDFW,35401
DFWLAS,35397
DFWSAT,35381
SANLAS,34978
ATLBOS,34909
DTWATL,34903
ORDIAH,34791
LASSFO,34558
ATLDTW,34498
LASORD,34412
ATLDEN,34400
SFOLAS,34370
ABQPHX,34338
ORDLAS,34314
ORDCLT,34274
IAHORD,34173
SFOSEA,34078
ORDPHX,34002
SMFLAX,33978
LAXSMF,33911
JFKFLL,33755
FLLJFK,33732
MSPDTW,33655
DENATL,33516
PHXORD,33510
PHXABQ,33489
BOSATL,33405
SEASFO,33306
SFOJFK,33265
SBALAX,33100
LAXSBA,32951
CLTORD,32942
JFKSFO,32694
BWIBOS,32634
BOSBWI,32611
RDUATL,32578
ATLRDU,32550
ATLMEM,32466
ATLIAH,32426
MEMATL,32260
ATLCLT,32142
SLCLAX,32082
CLTATL,31971
IAHATL,31934
ATLJAX,31887
SEADEN,31853
SNASJC,31780
LAXHNL,31750
HNLLAX,31738
DTWMSP,31727
LAXFAT,31692
FATLAX,31688
LGADFW,31652
SATDAL,31616
DFWLGA,31590
SEALAS,31553
DALSAT,31542
SJCSNA,31505
LASSEA,31494
BOSEWR,31478
JFKMCO,31406
MCOJFK,31398
JAXATL,31378
MSPDEN,31349
LASOAK,31279
OAKBUR,31224
CMHORD,31199
SLCLAS,31139
BUROAK,31126
EWRBOS,31099
ORDCMH,30968
LAXSLC,30957
LASSLC,30745
DENSEA,30596
PHXSEA,30589
SEAPHX,30479
SEAOAK,30437
PHXSNA,30390
OAKSEA,30371
SNAPHX,30335
DENMSP,30283
GEGSEA,30251
ORDSEA,30191
SEAGEG,30144
OAKLAS,30137
ORDPIT,29969
